,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,artist_dominance,months_since_release,streams_per_month
226,1,2016,8,20,21574,30,806397070.0,160,1,54,54,55,67,0,42,11,2519,2,82.75295663600525,9744631.524732037
227,1,2019,8,30,19664,16,2132335812.0,120,1,70,59,75,24,0,9,4,1414,3,46.45203679369251,45904032.61476662
228,1,2010,1,1,21106,13,1641426668.0,109,1,63,46,85,1,0,9,5,4942,4,162.35216819973718,10110284.85915014
229,1,2013,9,13,23804,31,2135158446.0,129,0,57,41,66,63,0,12,5,3591,1,117.96977660972404,18099198.857209697
230,2,2022,12,16,849,22,367316268.0,157,1,54,75,60,30,0,7,5,210,1,6.898817345597897,53243367.60914286
231,1,2021,4,9,2619,12,350381515.0,130,1,63,49,73,5,0,9,3,826,34,27.135348226018397,12912364.79007264
232,1,2022,5,6,9037,42,1264310836.0,107,0,65,19,72,10,0,13,25,434,19,14.257555847568987,88676548.0364977
233,1,2023,7,7,86,11,30343206.0,146,0,50,67,89,0,0,19,8,7,34,1.0,30343206.0
234,1,2020,2,10,1788,14,405136812.0,139,0,48,37,41,32,0,10,10,1250,2,41.06438896189225,9865891.645824
235,1,1968,7,1,15890,14,1145727611.0,116,1,74,76,70,7,0,13,3,20101,1,660.3482260183969,1735035.4946937962
236,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
237,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
238,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
239,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
240,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
241,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
242,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
243,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
244,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
245,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
246,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
247,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
248,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
249,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
250,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
251,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
252,1,2010,7,20,492,36,540654286.0,95,0,84,52,77,12,0,7,4,4742,1,155.7818659658344,3470585.5052382965
253,4,2023,6,8,773,33,57312735.0,170,0,62,55,80,15,0,37,7,36,1,1.1826544021024967,48461101.483333334
254,1,2022,12,19,1154,22,397582059.0,134,0,81,18,64,3,0,10,11,207,6,6.800262812089356,58465690.222028986
255,1,1984,10,19,44927,17,1479115056.0,84,0,57,86,90,2,0,9,5,14147,1,464.7503285151117,3182601.4211239135
256,4,2023,6,2,551,4,86773632.0,146,0,61,20,48,21,0,12,6,42,1,1.3797634691195797,62890222.81142857
257,5,2023,5,1,577,14,133753727.0,74,0,53,24,67,11,0,10,28,74,1,2.431011826544021,55019776.34972973
258,1,2023,5,11,955,29,123124076.0,144,1,75,35,48,84,0,10,12,64,1,2.102496714848883,58560888.6475
259,1,2023,5,11,955,29,123124076.0,144,1,75,35,48,84,0,10,12,64,1,2.102496714848883,58560888.6475
260,3,2022,11,24,995,19,463564958.0,136,0,77,79,73,15,0,27,10,232,1,7.621550591327201,60822919.48931035
261,3,2023,5,15,178,6,64533040.0,100,1,56,53,55,53,0,12,4,60,1,1.9710906701708275,32739762.293333337
262,1,2023,6,2,290,19,65496046.0,105,0,89,67,78,9,0,7,33,42,2,1.3797634691195797,47469039.053333335
263,1,2023,5,26,547,0,68616963.0,106,1,67,24,78,15,0,30,4,49,34,1.609724047306176,42626537.83102041
264,2,2023,3,30,681,10,161460990.0,132,1,85,53,68,40,0,9,4,106,1,3.4822601839684624,46366722.033962265
265,2,2023,6,2,332,5,70106975.0,120,1,78,5,30,21,0,13,5,42,1,1.3797634691195797,50810864.73809524
266,2,2023,3,17,1197,13,113509496.0,155,1,82,51,39,2,0,9,49,119,1,3.9093298291721417,29035538.304537818
267,2,2023,5,13,262,5,89933133.0,129,1,70,42,43,78,0,11,3,62,1,2.0367936925098555,44154267.23419355
268,2,2022,9,29,161,6,71007139.0,135,0,80,85,74,62,0,8,9,288,1,9.461235216819974,7505060.108194444
269,2,2023,6,2,185,3,43522589.0,98,0,73,45,62,28,0,13,13,42,1,1.3797634691195797,31543514.503809523
270,1,2023,3,31,839,18,232896922.0,124,0,84,64,39,3,0,11,4,105,1,3.4494086727989486,67517926.72076191
271,3,2023,6,2,259,0,37126685.0,135,0,77,28,55,18,0,22,15,42,1,1.3797634691195797,26908006.93809524
272,1,2023,3,23,2915,30,195576623.0,107,1,78,39,53,30,0,11,6,113,9,3.712220762155059,52684534.54973452
273,1,2023,3,23,2915,30,195576623.0,107,1,78,39,53,30,0,11,6,113,9,3.712220762155059,52684534.54973452
274,2,2022,10,12,5129,25,532336353.0,96,1,54,25,74,14,0,9,11,275,2,9.034165571616294,58924794.8557091
275,2,2022,11,30,3794,34,538115192.0,123,1,71,58,70,30,0,32,19,226,1,7.424441524310118,72478878.07292035
276,2,2023,5,26,588,0,46142772.0,90,1,62,7,62,6,0,58,6,49,1,1.609724047306176,28665019.993469387
277,3,2022,12,2,2959,16,401036314.0,117,0,72,45,59,14,0,20,21,224,1,7.35873850197109,54497970.5275
278,2,2023,4,4,291,8,127026613.0,133,0,78,90,84,31,0,7,4,101,1,3.3180026281208934,38284060.393267326
279,1,2022,12,2,2321,36,345031710.0,96,0,74,61,83,11,0,35,6,224,8,7.35873850197109,46887344.87678572
280,2,2022,12,1,536,10,288101651.0,149,1,66,85,60,40,0,14,13,225,1,7.391590013140604,38976952.25084445
281,2,2023,5,26,359,2,60350538.0,110,0,66,32,40,81,0,11,3,49,1,1.609724047306176,37491232.17795919
282,1,2022,11,30,4096,6,335074782.0,105,1,95,62,52,3,0,5,16,226,1,7.424441524310118,45131311.34548673
283,1,2023,5,22,349,69,76767396.0,105,1,80,69,78,28,0,11,14,53,3,1.7411300919842312,44090557.24981132
284,2,2023,5,26,381,5,46065667.0,134,1,76,61,58,6,0,16,3,49,1,1.609724047306176,28617120.479183674
285,1,2022,7,8,2461,36,459276435.0,170,0,71,59,56,4,0,27,12,371,8,12.187910643889618,37682950.62371968
286,2,2023,6,2,277,1,39666245.0,81,1,59,26,60,46,1,25,13,42,1,1.3797634691195797,28748583.280952383
287,2,2023,3,1,967,5,138517666.0,154,1,63,75,92,31,0,91,5,135,1,4.434954007884363,31233168.54103704
288,1,2022,6,29,8186,12,822633917.0,169,1,69,69,51,63,0,38,4,380,3,12.483574244415244,65897306.40389474
289,1,2022,6,29,8186,12,822633917.0,169,1,69,69,51,63,0,38,4,380,3,12.483574244415244,65897306.40389474
290,1,2022,7,29,7842,10,595900742.0,115,1,78,64,69,4,0,7,14,350,3,11.498028909329827,51826338.81851429
291,2,2023,6,5,215,6,51985779.0,84,0,43,14,74,1,0,19,8,39,1,1.281208935611038,40575566.99384616
292,2,2023,5,18,1134,22,57945987.0,93,1,79,58,62,11,0,11,23,57,1,1.8725361366622864,30945190.250526316
293,2,2023,4,21,1305,34,115010040.0,91,1,82,47,62,10,0,10,15,84,1,2.759526938239159,41677447.82857143
294,1,2023,4,7,2066,6,175097833.0,142,0,82,54,44,6,0,33,7,98,4,3.219448094612352,54387530.98489796
295,1,2023,4,7,2066,6,175097833.0,142,0,82,54,44,6,0,33,7,98,4,3.219448094612352,54387530.98489796
296,1,2023,4,7,2066,6,175097833.0,142,0,82,54,44,6,0,33,7,98,4,3.219448094612352,54387530.98489796
297,1,2023,4,7,2066,6,175097833.0,142,0,82,54,44,6,0,33,7,98,4,3.219448094612352,54387530.98489796
298,2,2023,5,19,896,0,57089066.0,126,1,78,20,70,1,0,16,4,56,1,1.8396846254927728,31031985.161428574
299,1,2022,10,21,3763,8,488386797.0,97,1,73,10,44,26,0,16,8,266,34,8.73850197109067,55889075.56646617
300,5,2023,6,2,197,0,32761689.0,101,1,92,59,51,41,51,26,8,42,1,1.3797634691195797,23744424.122857142
301,1,2022,5,6,4004,33,1047480053.0,98,0,80,23,48,14,0,6,5,434,19,14.257555847568987,73468416.620553
302,1,2023,1,27,984,5,153454328.0,154,1,59,63,89,18,0,80,9,168,1,5.519053876478318,27804462.763809524
303,1,2023,2,14,1240,24,217672943.0,120,1,91,63,58,52,0,31,22,150,1,4.92772667542707,44173095.89946666
304,1,2023,2,14,1240,24,217672943.0,120,1,91,63,58,52,0,31,22,150,1,4.92772667542707,44173095.89946666
305,1,2022,10,17,3995,13,457184829.0,150,1,49,4,55,7,0,6,3,270,1,8.869908015768726,51543356.276888885
306,1,2016,1,21,7681,13,939844851.0,174,1,47,27,78,11,0,10,8,2731,2,89.71747700394218,10475605.00345661
307,1,2021,9,1,4427,4,726434358.0,202,1,34,25,51,69,0,18,4,681,1,22.371879106438897,32470869.10061674
308,2,2022,11,4,4657,18,573633020.0,153,0,56,42,52,5,0,36,24,252,8,8.278580814717477,69291226.7015873
309,1,2021,10,14,10195,20,1406111294.0,142,1,60,13,37,58,0,13,3,638,4,20.9592641261498,67087817.85166145
310,1,2021,10,14,10195,20,1406111294.0,142,1,60,13,37,58,0,13,3,638,4,20.9592641261498,67087817.85166145
311,1,2021,10,14,10195,20,1406111294.0,142,1,60,13,37,58,0,13,3,638,4,20.9592641261498,67087817.85166145
312,2,2023,5,11,269,4,71573339.0,108,0,84,55,47,26,0,20,64,64,1,2.102496714848883,34042069.361875
313,2,2023,6,2,214,0,24975653.0,143,1,83,25,69,4,0,23,12,42,1,1.3797634691195797,18101401.84095238
314,1,2023,2,14,845,2,145458418.0,108,1,67,55,67,60,0,80,5,150,1,4.92772667542707,29518361.626133338
315,1,2000,1,1,20763,27,1424589568.0,104,0,95,78,66,3,0,4,6,8595,4,282.35873850197106,5045317.7952204775
316,3,2022,12,16,1267,20,231332117.0,93,0,84,96,79,43,0,18,11,210,1,6.898817345597897,33532141.149904765
317,1,2021,12,10,2585,32,415932686.0,105,0,65,46,53,16,0,9,5,581,1,19.08672798948751,21791722.82588641
318,1,2022,6,10,6330,6,988515741.0,170,1,44,27,32,89,0,14,5,399,3,13.107752956636006,75414584.35097744
319,1,2022,6,10,6330,6,988515741.0,170,1,44,27,32,89,0,14,5,399,3,13.107752956636006,75414584.35097744
320,3,2023,5,4,675,1,50847624.0,178,0,62,56,66,18,0,12,5,71,2,2.3324572930354797,21800023.58535211
321,1,2023,5,5,715,0,39893489.0,176,0,50,44,76,10,0,32,5,70,9,2.299605781865966,17347968.645142857
322,1,2023,5,5,715,0,39893489.0,176,0,50,44,76,10,0,32,5,70,9,2.299605781865966,17347968.645142857
323,2,2023,5,1,327,13,92035115.0,104,0,80,38,88,11,0,11,5,74,1,2.431011826544021,37858768.927027024
324,1,2023,4,21,244,12,118810253.0,85,1,70,83,84,31,0,47,30,84,1,2.759526938239159,43054572.63476191
325,2,2023,4,30,385,4,77233241.0,117,0,77,69,58,39,0,26,5,75,1,2.463863337713535,31346398.080533333
326,1,2023,2,24,1020,35,206399629.0,80,1,52,57,48,86,0,15,39,140,4,4.599211563731932,44877176.47685714
327,1,2023,2,24,1020,35,206399629.0,80,1,52,57,48,86,0,15,39,140,4,4.599211563731932,44877176.47685714
328,1,2023,4,7,1730,3,117747907.0,98,1,44,36,41,50,0,38,5,98,7,3.219448094612352,36573941.72530612
329,2,2023,2,2,2127,33,266624541.0,178,0,79,58,78,34,0,11,25,162,1,5.321944809461235,50099080.42
330,1,2022,4,8,3242,9,293186992.0,148,1,51,27,33,48,0,22,3,462,1,15.177398160315374,19317342.07030303
331,1,2023,2,24,526,10,139681964.0,120,1,77,94,66,65,0,38,3,140,2,4.599211563731932,30370849.88685714
332,1,2023,2,24,526,10,139681964.0,120,1,77,94,66,65,0,38,3,140,2,4.599211563731932,30370849.88685714
333,1,2023,2,24,526,10,139681964.0,120,1,77,94,66,65,0,38,3,140,2,4.599211563731932,30370849.88685714
334,1,2023,2,24,526,10,139681964.0,120,1,77,94,66,65,0,38,3,140,2,4.599211563731932,30370849.88685714
335,1,2023,4,10,366,15,123132751.0,122,0,68,38,88,1,0,8,5,95,4,3.1208935611038107,39454325.68884211
336,1,1997,1,1,472,2,103762518.0,144,1,74,75,73,42,0,9,4,9690,1,318.33114323258866,325957.79648297216
337,2,2023,3,4,432,12,162887075.0,96,1,93,47,47,33,0,10,36,132,1,4.336399474375821,37562746.68939394
338,1,2023,4,24,271,12,91221625.0,137,1,77,35,88,16,0,17,9,81,1,2.6609724047306176,34281311.913580246
339,1,2022,4,22,816,4,190490915.0,121,0,94,71,61,12,0,53,42,448,1,14.71747700394218,12943177.349553572
340,2,2023,4,21,1169,0,96180277.0,119,0,60,10,57,1,0,50,3,84,1,2.759526938239159,34853900.37952381
341,1,2019,8,23,1282,6,185240616.0,96,1,72,40,47,71,0,13,4,1421,34,46.681997371879106,3968138.1780717806
342,1,2022,4,21,6587,34,885093467.0,111,1,87,53,52,66,1,11,5,449,4,14.750328515111695,60005000.3017372
343,1,2022,4,21,6587,34,885093467.0,111,1,87,53,52,66,1,11,5,449,4,14.750328515111695,60005000.3017372
344,2,2023,4,14,1444,4,104992946.0,148,1,90,74,68,14,0,10,19,91,1,2.9894875164257555,35120717.321318686
345,2,2023,2,3,356,10,147290338.0,182,1,57,80,59,8,0,6,5,161,1,5.289093298291721,27847937.197018635
346,1,2021,9,9,10147,30,1302184087.0,141,1,79,82,86,28,0,4,9,673,9,22.109067017082783,58898192.58288261
347,1,2021,9,9,10147,30,1302184087.0,141,1,79,82,86,28,0,4,9,673,9,22.109067017082783,58898192.58288261
348,2,2022,12,30,265,6,158950978.0,145,0,76,80,81,19,0,6,9,196,1,6.438896189224704,24686060.052653063
349,2,2023,4,25,351,9,76910644.0,110,0,76,26,70,1,0,41,6,80,1,2.628120893561104,29264500.042
350,1,2022,8,16,158,4,137123880.0,134,1,70,35,41,41,0,10,3,332,1,10.90670170827858,12572442.491566263
351,1,2022,7,28,7613,33,782369383.0,130,1,92,78,62,18,0,6,10,351,2,11.530880420499342,67849925.97868946
352,1,2022,10,21,3956,6,502574952.0,145,1,84,88,53,35,0,8,7,266,1,8.73850197109067,57512712.55218045
353,3,2023,2,5,1638,10,207033255.0,130,0,69,36,90,1,10,15,4,159,1,5.223390275952694,39635800.51698113
354,1,2022,4,28,924,18,404887295.0,173,1,59,69,53,12,0,23,3,442,1,14.520367936925098,27884093.347963803
355,1,2022,11,4,1985,35,381161027.0,92,0,75,55,76,25,0,10,15,252,4,8.278580814717477,46041831.9915873
356,1,2014,6,5,6339,13,466231982.0,105,0,56,57,87,0,1,10,4,3326,1,109.26412614980288,4267017.899001804
357,1,2021,11,25,1561,24,357580552.0,175,0,59,15,64,43,90,12,10,596,1,19.579500657030223,18263006.71624161
358,2,2023,4,27,875,4,61105704.0,120,0,80,33,70,22,0,9,4,78,1,2.562417871222076,23846892.68923077
359,2,2022,12,24,406,5,198275403.0,139,0,70,77,48,37,0,12,5,202,1,6.636005256241787,29878729.046138614
360,1,2023,3,17,340,13,168448603.0,132,0,59,56,82,12,0,12,6,119,3,3.9093298291721417,43088869.5405042
361,2,2018,3,29,4188,15,705469769.0,114,1,32,17,74,14,0,17,3,1933,2,63.50197109067017,11109415.29661666
362,2,2023,5,4,105,0,34502215.0,145,0,54,19,48,36,0,37,5,71,1,2.3324572930354797,14792217.247887325
363,1,2022,9,16,1524,17,482175240.0,110,1,82,67,69,0,0,18,4,301,3,9.888304862023652,48762173.77275748
364,2,2022,12,22,2651,30,304118600.0,94,1,89,61,66,17,0,36,16,204,1,6.701708278580814,45379265.60784314
365,1,2018,3,29,11087,6,1449799467.0,134,1,45,17,60,21,0,33,4,1933,22,63.50197109067017,22830778.98369374
366,1,2023,3,24,373,19,173627354.0,120,1,62,32,76,0,0,39,4,112,3,3.679369250985545,47189434.42642857
367,2,2023,2,2,200,4,90025258.0,123,0,70,86,68,24,0,11,4,162,2,5.321944809461235,16915857.120493826
368,2,2021,12,3,3741,17,652704649.0,131,1,77,84,71,35,0,15,4,588,1,19.316688567674113,33789676.046870746
369,1,2002,1,1,32502,21,1829992958.0,171,1,70,6,73,1,0,36,26,7864,4,258.3442838370565,7083543.44373347
370,2,2002,5,26,7615,14,655466831.0,130,0,80,64,76,2,0,20,6,7719,1,253.58081471747695,2584843.9351781323
371,3,2023,3,2,1208,34,146409671.0,94,1,82,53,67,34,0,9,8,134,2,4.402102496714849,33259032.72567164
372,2,2023,4,7,209,4,95816024.0,89,0,73,44,57,39,0,32,6,98,1,3.219448094612352,29761630.311836734
373,1,2023,3,17,1235,9,117206995.0,87,0,65,71,56,4,0,15,20,119,8,3.9093298291721417,29981352.334453784
374,2,2023,3,22,654,3,100409613.0,124,0,72,79,78,55,0,15,30,114,1,3.7450722733245727,26811128.243157897
375,2,2023,3,27,1479,0,80758350.0,78,1,71,80,65,51,0,22,32,109,3,3.580814717477004,22553065.81651376
376,2,2022,11,1,4942,26,325592432.0,120,1,70,70,79,7,0,18,10,255,1,8.377135348226018,38866798.549333334
377,2,2023,3,31,709,0,58473276.0,96,0,48,50,80,40,0,37,20,105,3,3.4494086727989486,16951681.15657143
378,1,2023,3,25,660,0,52722996.0,106,1,73,22,86,31,0,12,4,111,1,3.6465177398160313,14458450.434594596
379,1,2021,12,24,489,17,191945597.0,170,0,78,75,46,62,0,12,35,567,1,18.626806833114323,10304804.184620813
380,2,2023,3,24,407,0,77377503.0,134,0,67,11,76,8,47,30,7,112,1,3.679369250985545,21030099.9225
381,1,2022,5,20,7461,8,743693613.0,115,1,71,90,73,30,0,11,5,420,17,13.797634691195794,53900079.951714285
382,1,2022,12,9,993,4,267789608.0,130,1,74,79,87,45,0,30,3,217,1,7.128777923784494,37564588.329585254
383,2,2020,3,20,9161,5,1221813483.0,118,1,65,63,79,3,0,10,3,1211,2,39.78318002628121,30711810.42322048
384,1,2022,4,22,3282,12,449701773.0,110,1,59,22,38,42,0,12,3,448,1,14.71747700394218,30555629.39758929
385,1,2023,3,29,596,0,67070410.0,100,1,72,42,66,18,4,19,4,107,1,3.515111695137976,19080591.405607477
386,2,2023,3,14,320,6,116334601.0,142,0,70,76,79,26,0,11,7,122,1,4.0078843626806835,29026436.511803277
387,1,2022,10,21,2612,4,433356509.0,140,1,64,18,37,72,0,12,7,266,34,8.73850197109067,49591624.563759394
388,1,2023,2,10,2040,4,165584767.0,116,1,90,96,73,62,0,9,4,154,1,5.059132720105125,32729872.126493502
389,1,2022,5,13,2128,9,367814306.0,120,1,73,64,85,25,0,61,3,427,11,14.027595269382392,26220766.919531617
390,2,2022,4,1,2598,37,477033549.0,92,0,76,46,79,31,0,7,6,469,1,15.407358738501973,30961409.875394456
391,1,2022,10,26,542,2,156214700.0,110,0,81,64,79,5,0,31,3,261,1,8.5742444152431,18219063.095785443
392,1,2022,1,21,2459,20,448843705.0,120,1,71,57,97,1,0,13,11,539,1,17.706964520367936,25348427.421521336
393,2,1995,7,11,10624,17,1357608774.0,80,1,63,40,61,9,0,56,6,10230,1,336.07095926412615,4039649.1769853374
394,2,2022,11,13,2418,26,294352144.0,115,0,95,43,69,47,0,9,31,243,1,7.982917214191852,36872754.17020576
395,1,2014,11,28,7536,7,972164968.0,76,1,58,46,67,65,0,13,4,3150,1,103.48226018396846,9394508.452673016
396,1,2017,2,20,10431,7,920045682.0,172,1,60,77,78,45,0,12,6,2335,3,76.70827858081472,11994085.89296788
397,1,2017,2,20,10431,7,920045682.0,172,1,60,77,78,45,0,12,6,2335,3,76.70827858081472,11994085.89296788
398,1,2016,9,9,15722,16,2420461338.0,99,1,40,45,56,69,0,9,5,2499,2,82.09592641261497,29483330.583721492
399,1,2016,9,9,15722,16,2420461338.0,99,1,40,45,56,69,0,9,5,2499,2,82.09592641261497,29483330.583721492
400,1,2015,5,27,25744,4,1947371785.0,136,0,36,12,57,9,0,14,8,2970,22,97.56898817345598,19958921.594410773
401,1,2019,5,10,1640,0,244658767.0,150,0,90,64,14,67,35,11,10,1526,1,50.13140604467805,4880349.192319791
402,1,2023,4,7,34,0,68216992.0,92,0,71,41,31,79,0,10,5,98,1,3.219448094612352,21189033.025306124
403,1,2023,4,7,34,0,68216992.0,92,0,71,41,31,79,0,10,5,98,1,3.219448094612352,21189033.025306124
404,1,2023,4,7,34,0,68216992.0,92,0,71,41,31,79,0,10,5,98,1,3.219448094612352,21189033.025306124
405,5,2022,12,15,1845,16,223582566.0,95,1,77,72,87,17,0,7,5,211,1,6.931668856767411,32255228.95279621
406,3,2022,7,25,3301,30,471819764.0,102,0,83,58,83,21,0,10,5,354,1,11.629434954007884,40571168.40723164
407,1,2022,12,9,1911,0,272377463.0,145,0,70,34,55,43,0,16,6,217,19,7.128777923784494,38208156.56092166
408,1,2003,3,24,20111,5,1361425037.0,110,1,50,24,86,0,0,64,4,7417,2,243.65965834428383,5587404.358403668
409,2,2023,2,24,1529,0,149778242.0,95,1,64,30,77,46,0,38,6,140,1,4.599211563731932,32566069.189142857
410,2,2023,3,3,615,2,116599790.0,94,0,68,81,82,53,0,9,13,133,1,4.369250985545335,26686448.17744361
411,1,2022,12,2,811,4,148469433.0,142,1,61,92,91,0,0,26,3,224,11,7.35873850197109,20175935.44875
412,2,2022,8,5,5730,10,497225336.0,145,0,59,20,74,1,0,15,5,343,1,11.268068331143231,44126936.52431487
413,1,2023,3,3,356,4,88791109.0,121,0,64,67,80,0,0,36,3,133,11,4.369250985545335,20321814.72150376
414,1,2023,3,3,604,6,125917280.0,140,0,66,43,76,49,0,12,3,133,11,4.369250985545335,28818962.430075187
415,3,2023,2,23,1190,0,105062254.0,137,0,84,44,67,8,0,11,6,141,1,4.6320630749014455,22681524.90609929
416,1,2023,1,31,579,0,95623148.0,104,1,56,72,85,0,0,15,3,164,11,5.387647831800263,17748589.177560978
417,1,2023,2,17,1553,2,144584800.0,92,1,57,68,76,7,0,33,3,147,1,4.829172141918528,29939872.8707483
418,1,2022,12,15,2301,20,298063749.0,146,0,74,51,45,86,0,21,38,211,2,6.931668856767411,43000286.822559245
419,1,2023,1,23,134,4,166570053.0,120,1,56,20,43,89,0,12,4,172,1,5.650459921156373,29479025.65883721
420,1,2023,1,31,430,0,83021468.0,144,1,68,83,81,9,0,8,4,164,11,5.387647831800263,15409594.426341465
421,2,2022,11,5,86,0,139836056.0,94,1,59,44,56,80,0,6,3,251,1,8.245729303547963,16958603.763505977
422,1,2022,10,31,629,14,303216294.0,94,1,73,65,79,5,2,11,6,256,2,8.409986859395532,36054312.4584375
423,2,2022,12,15,1701,15,221409663.0,113,0,79,66,74,8,0,11,5,211,1,6.931668856767411,31941754.226161137
424,2,2023,3,3,329,0,58890931.0,148,1,50,49,76,12,0,12,3,133,1,4.369250985545335,13478495.786766917
425,1,2023,3,3,1168,0,81419389.0,98,1,70,29,73,12,0,11,26,133,2,4.369250985545335,18634633.09142857
426,1,2022,5,31,162,6,156777415.0,140,1,58,26,38,91,0,10,4,409,1,13.436268068331144,11668226.192176038
427,1,2022,12,9,2536,6,284908316.0,100,1,36,28,28,81,0,18,3,217,19,7.128777923784494,39965940.73290323
428,2,2023,2,23,387,11,93438910.0,140,1,86,68,79,39,0,11,29,141,1,4.6320630749014455,20172201.563120566
429,1,2022,8,1,892,17,363472647.0,100,0,59,78,94,27,0,29,23,347,6,11.399474375821288,31885035.66190202
430,1,2011,1,1,3909,0,372476382.0,100,0,59,49,65,2,0,13,3,4577,2,150.36136662286464,2477208.0113786324
431,2,2022,10,19,3645,15,380726517.0,132,0,87,82,70,42,0,21,5,268,1,8.804204993429698,43243713.34880597
432,1,2023,3,3,282,0,56533272.0,142,1,49,48,67,10,0,26,3,133,11,4.369250985545335,12938893.230676692
433,1,2023,1,20,888,22,175399345.0,176,0,72,96,63,25,0,21,7,175,4,5.7490144546649145,30509463.210285716
434,1,2022,5,6,968,4,203221468.0,140,1,53,51,70,49,0,14,3,434,11,14.257555847568987,14253597.893824885
435,1,2000,10,24,25065,6,1624165576.0,105,0,55,40,90,1,0,32,6,8298,2,272.6018396846255,5958013.995353097
436,1,2022,12,8,531,4,134294498.0,135,1,81,97,77,75,0,35,3,218,1,7.1616294349540075,18751947.335412845
437,1,2022,7,28,242,0,70069745.0,128,0,82,61,59,30,0,12,4,351,1,11.530880420499342,6076703.811396012
438,2,2022,6,3,5281,14,609293408.0,101,1,74,43,69,12,0,12,7,406,1,13.3377135348226,45681998.373201974
439,1,2022,5,6,2590,30,671365962.0,122,1,88,43,50,7,0,14,5,434,19,14.257555847568987,47088432.91078341
440,1,2022,9,8,1769,34,362361576.0,105,0,76,49,56,80,12,10,13,309,4,10.151116951379764,35696719.65514564
441,2,2022,12,23,454,4,93587665.0,83,1,53,40,36,73,0,11,33,203,1,6.668856767411301,14033539.520197043
442,4,2021,9,3,6180,7,1223481149.0,77,0,72,59,76,24,0,42,28,679,1,22.306176084099867,54849434.72100147
443,1,2017,8,25,3600,11,1022258230.0,140,0,75,18,25,78,0,11,26,2149,2,70.59789750328515,14480009.549185667
444,2,2022,11,3,1254,6,263453310.0,158,1,65,72,95,31,0,92,5,253,1,8.31143232588699,31697702.594466407
445,2,2019,6,28,6398,31,1435127549.0,176,1,75,43,65,15,0,11,32,1477,1,48.52168199737188,29577036.28406229
446,2,2022,10,20,660,15,236857112.0,98,1,73,88,57,56,0,5,2,267,1,8.771353482260183,27003484.97857678
447,1,2023,1,27,1283,0,147538971.0,107,0,66,47,40,72,0,11,3,168,2,5.519053876478318,26732656.412142854
448,1,2020,2,19,8084,6,698086140.0,109,0,66,16,57,10,1,12,3,1241,22,40.76872536136662,17123079.856244966
449,1,2022,7,15,2332,2,723894473.0,109,0,84,72,74,10,0,34,7,364,3,11.957950065703022,60536669.66516483
450,1,2023,3,3,203,0,34450974.0,148,1,53,61,81,5,0,36,4,133,11,4.369250985545335,7884869.538045113
451,1,2020,5,20,685,14,403097450.0,158,0,60,52,76,17,0,19,5,1150,1,37.779237844940866,10669814.241739132
452,2,2022,9,29,2460,13,309483971.0,94,0,74,64,73,6,0,10,6,288,1,9.461235216819974,32710736.379305556
453,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
454,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
455,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
456,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
