,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,artist_dominance,months_since_release,streams_per_month
457,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
458,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
459,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
460,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
461,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
462,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
463,1,2022,10,12,288,6,319566866.0,96,0,70,40,51,35,0,10,4,275,1,9.034165571616294,35373146.91287273
464,1,2022,5,6,4572,33,909001996.0,100,0,80,29,67,29,0,12,3,434,19,14.257555847568987,63755808.19870968
465,2,2021,9,24,6127,13,1061966512.0,105,1,58,42,68,1,0,14,4,658,1,21.616294349540077,49128055.66151976
466,1,2023,3,3,166,0,32526947.0,125,1,53,32,66,38,0,9,3,133,11,4.369250985545335,7444513.28330827
467,1,2023,1,27,1838,0,124988687.0,170,0,56,56,63,13,0,19,27,168,2,5.519053876478318,22646759.71595238
468,3,2023,1,27,1890,0,103787664.0,115,1,70,84,90,17,0,41,6,168,1,5.519053876478318,18805336.262857143
469,1,2023,1,27,2098,16,134255790.0,122,1,64,25,89,0,0,15,9,168,1,5.519053876478318,24325870.52142857
470,1,2022,10,17,761,12,301051721.0,105,0,88,82,80,8,0,11,8,270,2,8.869908015768726,33940794.02681481
471,1,2022,11,30,1225,0,156338624.0,133,1,66,74,84,25,0,21,4,226,1,7.424441524310118,21057290.772389386
472,2,2023,1,13,415,2,152850295.0,100,1,79,60,68,7,0,26,4,182,1,5.978975032851511,25564631.757142857
473,1,2022,10,28,3469,0,309653982.0,120,0,82,55,45,15,3,9,10,259,19,8.508541392904073,36393309.699150585
474,1,2022,10,28,3311,0,297328960.0,177,1,25,17,30,90,0,13,3,259,1,8.508541392904073,34944762.711969115
475,1,2022,9,22,2616,0,332506354.0,142,0,64,31,72,15,0,9,5,295,3,9.69119579500657,34310147.1720678
476,1,2016,11,4,3006,16,480507035.0,144,0,57,47,84,1,1,52,4,2443,1,80.2562417871222,5987160.927302497
477,2,2019,4,12,4260,0,1065580332.0,120,0,65,80,86,9,0,19,10,1554,1,51.05124835742444,20872757.59722008
478,1,2016,9,27,482,0,122763672.0,135,1,92,73,51,55,0,15,6,2481,1,81.50459921156373,1506217.724981862
479,1,2022,2,9,4013,10,445763624.0,107,1,81,82,78,38,0,12,4,520,1,17.082785808147175,26094316.75876923
480,6,2022,12,22,138,4,1365184.0,105,1,82,62,74,10,0,33,7,204,1,6.701708278580814,203706.8674509804
481,2,2022,11,25,1368,0,184308753.0,108,0,44,38,77,9,0,9,20,231,2,7.588699080157687,24287265.979740266
482,1,2015,1,1,17852,4,789753877.0,147,0,51,62,79,22,13,14,3,3116,1,102.365308804205,7715053.920372273
483,3,2022,11,20,889,20,323358833.0,115,1,71,34,88,16,0,44,4,236,1,7.752956636005256,41707808.79881356
484,2,2022,4,21,4796,9,606361689.0,174,1,70,57,64,23,0,8,32,449,1,14.750328515111695,41108351.476971045
485,3,2023,1,12,658,6,120972253.0,90,0,68,83,71,3,0,31,8,183,1,6.011826544021025,20122379.132896177
486,1,2022,7,21,3009,2,338564981.0,141,0,41,9,25,84,1,14,4,358,5,11.76084099868594,28787480.5073743
487,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
488,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
489,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
490,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
491,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
492,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
493,1,2014,1,1,17492,3,1606986953.0,82,1,68,50,49,56,0,8,4,3481,1,114.35611038107751,14052479.99118644
494,1,2020,3,20,6170,7,1301799902.0,92,1,47,25,43,62,0,32,3,1211,1,39.78318002628121,32722369.130371593
495,6,2022,12,12,130,4,140187018.0,116,0,77,65,80,6,0,15,4,214,1,7.030223390275952,19940620.691214953
496,2,2017,6,2,27705,10,1897517891.0,124,0,79,59,86,4,0,8,11,2233,1,73.3574244415243,25866746.351115096
497,1,2023,1,27,359,0,107642809.0,125,0,71,83,89,1,0,17,9,168,1,5.519053876478318,19503851.821190476
498,1,2022,8,19,1963,16,551305895.0,90,1,80,71,69,2,0,27,10,329,3,10.808147174770038,51008363.05106384
499,3,2022,4,27,5491,14,556585270.0,83,1,46,34,64,31,0,7,34,443,1,14.553219448094612,38244820.80993228
500,1,2019,10,31,27119,0,2303033973.0,124,0,79,68,79,1,0,10,8,1352,3,44.415243101182654,51852332.94239645
501,1,2014,8,8,1776,14,646886885.0,140,1,58,4,60,7,41,8,3,3262,1,107.161629434954,6036553.2738810545
502,2,2022,9,16,1473,4,222612678.0,154,1,64,61,91,15,0,72,4,301,1,9.888304862023652,22512723.98112957
503,2,2021,7,23,13315,0,1814349763.0,150,0,74,89,70,2,0,5,6,721,1,23.68593955321945,76600286.80404992
504,1,2020,1,10,4057,8,872137015.0,186,0,41,9,61,2,0,12,5,1281,1,42.08278580814717,20724317.51491023
505,1,2015,4,22,3045,6,571386359.0,166,0,40,23,48,5,0,12,3,3005,1,98.71879106438897,5788020.222282862
506,2,2022,9,22,3006,12,304079786.0,107,1,87,20,83,0,4,31,9,295,1,9.69119579500657,31376910.79945763
507,3,2022,9,9,852,0,174006928.0,87,1,87,52,52,31,0,28,24,308,1,10.11826544021025,17197308.07896104
508,1,2022,8,5,2163,15,284785823.0,82,1,40,39,64,21,0,7,7,343,1,11.268068331143231,25273703.94204082
509,1,2022,12,9,1484,0,163284000.0,114,0,46,60,28,91,0,21,4,217,19,7.128777923784494,22904907.649769586
510,1,2022,11,4,1703,0,246390068.0,148,1,47,15,52,38,13,29,5,252,3,8.278580814717477,29762355.83301587
511,1,2022,11,4,1703,0,246390068.0,148,1,47,15,52,38,13,29,5,252,3,8.278580814717477,29762355.83301587
512,1,2022,7,20,4169,44,482257456.0,140,1,91,97,57,38,0,40,29,359,2,11.793692509855452,40891133.5950975
513,1,2022,10,3,1054,0,168684524.0,101,1,90,76,81,15,24,33,6,284,1,9.32982917214192,18080129.966760565
514,3,2022,1,17,2849,0,78489819.0,140,0,81,6,84,5,23,6,6,543,1,17.83837056504599,4400055.415027624
515,3,2022,12,2,1602,0,195516622.0,88,0,49,24,66,19,0,18,29,224,1,7.35873850197109,26569312.3825
516,1,2021,6,4,9644,28,1260594497.0,180,1,64,44,65,28,0,14,12,770,19,25.29566360052562,49834411.024259746
517,1,2022,8,12,4827,0,428685680.0,133,1,95,91,89,6,0,31,24,336,2,11.038107752956636,38836881.24761905
518,1,1985,9,16,21811,0,1024858327.0,108,0,63,20,55,72,0,6,6,13815,1,453.8436268068331,2258174.9890611656
519,1,1973,1,5,168,0,838586769.0,80,0,39,24,43,39,0,23,3,18452,1,606.1760840998686,1383404.5766507694
520,1,2022,8,11,688,0,199386237.0,75,0,80,46,62,3,6,11,46,337,1,11.070959264126149,18009842.891038578
521,2,2021,7,30,10565,44,972509632.0,121,0,67,26,64,52,0,17,10,714,1,23.45597897503285,41461054.89927171
522,2,2022,9,28,1612,0,213438580.0,140,0,58,17,62,18,0,20,8,289,1,9.494086727989488,22481212.37093426
523,1,2020,9,3,12755,8,1555511105.0,126,0,81,59,90,5,0,36,3,1044,9,34.2969776609724,45354174.36417625
524,1,2020,9,3,12755,8,1555511105.0,126,0,81,59,90,5,0,36,3,1044,9,34.2969776609724,45354174.36417625
525,1,2022,10,12,574,4,210038833.0,102,1,58,29,94,0,0,9,11,275,1,9.034165571616294,23249389.36916364
526,1,2022,4,8,2499,0,227918678.0,82,1,70,31,34,60,1,11,4,462,1,15.177398160315374,15016979.563463204
527,1,2020,12,24,10426,2,826623384.0,121,0,46,53,78,23,0,72,6,932,19,30.617608409986858,26998300.22420601
528,2,2020,3,27,15894,8,1802514301.0,103,0,70,92,83,1,0,7,6,1204,1,39.55321944809461,45571873.19139535
529,1,2021,6,25,9424,0,1329090101.0,108,0,82,88,76,9,0,12,9,749,6,24.60578186596583,54015357.37575434
530,1,2022,9,14,713,7,181831132.0,85,0,65,36,47,31,0,12,10,303,2,9.95400788436268,18267127.584422443
531,2,2022,3,14,7758,28,462791599.0,125,0,84,70,69,1,0,5,5,487,1,15.99868593955322,28926850.664394252
532,1,2022,10,21,2537,2,348647203.0,120,1,69,40,39,41,0,13,6,266,34,8.73850197109067,39897822.77939849
533,3,2022,7,17,292,6,366599607.0,94,1,58,44,57,57,0,10,3,362,1,11.892247043363994,30826773.583093923
534,3,1930,1,1,323,0,90598517.0,130,0,65,49,80,22,4,7,5,34162,1,1122.2733245729305,80727.67570634038
535,2,2012,1,1,14143,4,1479264469.0,110,1,74,51,74,2,0,29,4,4212,1,138.37056504599212,10690600.768366572
536,1,1994,10,28,25653,0,1449779435.0,150,1,34,33,63,16,0,7,4,10486,1,344.4809461235217,4208591.073946214
537,1,1984,1,1,22153,0,1159176109.0,107,0,74,88,65,28,0,46,3,14439,1,474.3429697766097,2443751.004775954
538,1,1958,1,1,14994,0,769213520.0,140,1,70,85,41,71,0,45,5,23935,1,786.3009198423127,978268.6253937748
539,1,1957,1,1,10326,0,741301563.0,119,1,74,78,37,84,0,6,3,24300,1,798.2917214191853,928609.8591654322
540,1,2011,10,14,12353,0,807561936.0,93,1,35,38,23,91,0,29,3,4291,2,140.9658344283837,5728777.751535773
541,1,2013,12,13,9408,0,834129063.0,133,1,46,53,63,5,0,30,18,3500,2,114.98028909329828,7254539.622205715
542,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
543,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
544,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
545,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
546,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
547,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
548,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
549,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
550,1,1963,10,14,8879,0,663832097.0,202,1,24,76,60,77,0,12,4,21823,1,716.9185282522996,925951.9329459744
551,1,1959,11,16,6512,0,446390129.0,134,1,45,72,24,91,0,18,4,23251,1,763.8304862023653,584409.9405083653
552,1,2017,1,1,5140,0,690104769.0,105,1,72,33,51,48,0,9,3,2385,2,78.3508541392904,8807878.058012579
553,1,2013,10,25,6596,0,485285717.0,160,1,51,69,81,0,0,21,5,3549,1,116.59001314060448,4162326.634398422
554,1,1970,11,1,3788,0,520034544.0,148,1,50,96,82,47,0,34,4,19248,1,632.3258869908016,822415.3948129676
555,1,2011,10,14,7655,0,476244795.0,151,1,65,70,47,87,0,9,4,4291,2,140.9658344283837,3378441.2863668147
556,1,2011,1,1,9577,0,629173063.0,162,0,67,88,54,51,0,9,4,4577,3,150.36136662286464,4184406.387965917
557,1,1963,11,22,10114,0,404664135.0,92,1,53,84,77,40,0,32,3,21784,1,715.6373193166885,565459.7993665076
558,1,2022,12,9,1007,0,98709329.0,152,1,65,35,65,44,18,21,7,217,19,7.128777923784494,13846598.96202765
559,1,2022,12,9,1127,0,110849052.0,65,0,71,55,26,85,0,13,8,217,19,7.128777923784494,15549516.787465438
560,4,1971,12,1,10829,0,460492795.0,147,1,33,39,61,32,0,77,3,18853,1,619.3495400788436,743510.3527184003
561,2,2022,12,8,1042,0,94005786.0,150,0,73,71,69,53,0,32,9,218,1,7.1616294349540075,13126312.503853211
562,1,1952,1,1,7930,0,395591396.0,140,1,67,81,36,64,0,15,3,26127,1,858.3114323258869,460894.93987981783
563,1,1946,11,1,11500,0,389771964.0,139,1,36,22,15,84,0,11,4,28014,2,920.3022339027594,423526.0435553653
564,1,1979,11,16,1685,0,403939487.0,95,1,75,74,58,36,0,9,3,15946,1,523.850197109067,771097.327497805
565,1,1984,11,25,14169,0,481697415.0,115,1,60,23,57,0,2,27,3,14110,1,463.53482260183966,1039182.80032601
566,1,1984,11,25,14169,0,481697415.0,115,1,60,23,57,0,2,27,3,14110,1,463.53482260183966,1039182.80032601
567,2,2022,12,9,1634,0,110073250.0,125,1,62,59,43,84,3,11,5,217,1,7.128777923784494,15440690.0
568,1,2022,12,9,906,0,88092256.0,76,1,60,19,20,78,0,11,5,217,19,7.128777923784494,12357273.145806452
569,1,1984,1,1,1087,0,351636786.0,101,0,72,91,87,14,0,13,3,14439,1,474.3429697766097,741313.3711365053
570,2,1950,1,1,10585,0,473248298.0,143,1,60,86,32,88,0,34,6,26857,1,882.2930354796321,536384.4878847228
571,1,2022,12,9,827,0,73981293.0,119,0,51,51,66,67,0,9,23,217,19,7.128777923784494,10377836.677050691
572,2,2022,12,8,1420,4,155653938.0,78,1,67,22,59,76,1,15,16,218,1,7.1616294349540075,21734430.60880734
573,3,1942,1,1,11940,0,395591396.0,96,1,23,19,25,91,0,40,3,29779,1,978.2851511169512,404372.27892944694
574,1,1986,1,1,888,0,429504768.0,180,1,51,87,58,36,0,18,4,13708,1,450.32851511169514,953758.7640735336
575,1,1963,11,22,9122,0,242767149.0,126,1,34,35,76,39,0,8,5,21784,1,715.6373193166885,339232.097666177
576,1,2022,12,9,892,0,65362788.0,150,1,43,42,44,57,0,15,6,217,19,7.128777923784494,9168862.9802765
577,1,2022,12,9,989,0,67540165.0,90,1,53,47,74,9,0,34,4,217,19,7.128777923784494,9474297.8
578,1,2022,12,9,819,0,62019074.0,160,1,72,78,68,28,0,11,12,217,19,7.128777923784494,8699818.491059909
579,2,2017,11,10,2209,0,135723538.0,114,1,59,60,94,24,0,10,4,2072,1,68.06833114323258,1993930.7416602315
580,3,1958,1,1,6290,0,295998468.0,113,1,73,72,32,77,0,15,5,23935,1,786.3009198423127,376444.2601178191
581,1,2000,11,7,6952,0,261116938.0,147,1,67,69,72,17,0,19,3,8284,1,272.1419185282523,959488.1208015452
582,2,2022,11,4,313,2,136689549.0,100,0,70,92,59,3,0,10,3,252,1,8.278580814717477,16511229.64904762
583,1,2022,12,2,353,2,135611421.0,155,1,49,42,77,3,0,12,9,224,1,7.35873850197109,18428623.46089286
584,1,2022,12,2,353,2,135611421.0,155,1,49,42,77,3,0,12,9,224,1,7.35873850197109,18428623.46089286
585,1,2021,12,3,4094,0,356709897.0,107,0,54,41,39,51,0,11,16,588,19,19.316688567674113,18466410.31408163
586,2,2022,12,2,880,0,110649992.0,112,1,80,15,54,9,0,38,5,224,1,7.35873850197109,15036543.555714289
587,1,2022,10,31,573,0,301869854.0,166,1,70,57,57,9,20,11,7,256,2,8.409986859395532,35894212.3271875
588,1,1959,1,1,3299,0,127027715.0,107,0,69,96,36,81,0,8,4,23570,2,774.3101182654402,164052.76387781076
589,1,2022,12,9,811,0,57144458.0,81,1,47,33,68,24,0,22,38,217,19,7.128777923784494,8016024.430967743
590,1,2022,12,9,899,0,56870689.0,150,1,79,77,46,5,0,11,7,217,19,7.128777923784494,7977621.074470047
591,2,2022,10,21,2415,0,323437194.0,110,1,66,19,32,69,0,12,4,266,1,8.73850197109067,37012887.91488722
592,1,2022,10,21,2304,0,317726339.0,108,1,64,4,40,6,0,10,6,266,34,8.73850197109067,36359359.9968421
593,4,2022,9,28,1003,0,116144341.0,130,0,89,48,74,30,0,7,36,289,1,9.494086727989488,12233334.74062284
594,1,2022,10,21,2699,0,328207708.0,164,1,70,39,56,6,0,9,7,266,34,8.73850197109067,37558806.885413535
595,2,2022,5,6,2482,20,608228647.0,114,0,80,42,68,2,0,66,4,434,2,14.257555847568987,42660092.199723504
596,2,2005,9,20,2577,0,180577478.0,93,1,63,93,88,1,0,12,4,6506,1,213.73193166885676,844878.3323578236
597,2,2021,6,25,6821,34,809306935.0,90,0,87,51,69,36,0,9,8,749,1,24.60578186596583,32890925.36902537
598,1,2022,12,8,714,0,49262961.0,128,1,45,35,68,78,0,39,8,218,19,7.1616294349540075,6878736.389174312
599,2,2022,5,6,3185,4,614555082.0,97,1,83,47,80,2,0,24,9,434,1,14.257555847568987,43103817.27207374
600,1,1958,1,1,8612,0,245350949.0,152,0,69,94,71,79,0,7,8,23935,1,786.3009198423127,312031.8733052016
601,1,1957,1,1,4326,0,178660459.0,175,1,51,94,34,73,0,10,5,24300,1,798.2917214191853,223803.47209711935
602,1,2022,12,9,680,0,51641685.0,116,1,61,48,55,67,0,16,8,217,19,7.128777923784494,7244114.706912443
603,2,2022,12,2,398,0,78139948.0,80,0,33,51,59,76,0,44,6,224,1,7.35873850197109,10618660.790714286
604,2,2022,8,25,3328,13,322336177.0,93,0,63,34,86,26,0,21,39,323,1,10.611038107752956,30377440.33399381
605,1,2021,8,13,7215,0,1007612429.0,122,1,70,42,54,30,0,37,5,700,1,22.996057818659654,43816746.198228575
606,1,2022,1,7,4440,0,326792833.0,122,1,70,91,79,3,0,7,10,553,22,18.166885676741128,17988379.451211575
607,1,2022,1,7,2881,6,391251368.0,135,0,70,60,58,4,0,16,3,553,22,18.166885676741128,21536512.91486438
608,3,2022,1,5,2235,0,349585590.0,109,1,60,45,47,62,0,31,5,555,1,18.232588699080157,19173667.314594597
609,1,2022,1,7,3711,0,339659802.0,93,0,65,82,74,27,0,32,5,553,22,18.166885676741128,18696644.435587704
610,2,2021,8,20,12403,0,674772936.0,125,0,85,64,81,2,5,7,9,693,1,22.766097240473066,29639376.871341992
611,7,2021,11,19,2785,0,432719968.0,206,0,58,83,45,36,0,11,8,602,1,19.776609724047304,21880391.73740864
612,1,2021,6,24,14114,17,1309887447.0,130,1,76,44,77,1,0,13,3,750,1,24.638633377135346,53163965.18224001
613,1,2022,1,7,1915,0,119238316.0,121,0,80,62,51,2,0,9,8,553,22,18.166885676741128,6563497.900614829
614,1,2022,1,7,2297,0,116903579.0,123,0,74,35,73,0,0,21,5,553,22,18.166885676741128,6434981.81692586
615,1,2017,6,23,4375,0,888046992.0,122,0,67,50,67,15,0,30,4,2212,1,72.66754270696451,12220682.837468356
616,1,2022,1,7,2800,0,200660871.0,143,1,53,50,79,0,0,8,3,553,22,18.166885676741128,11045419.37294756
617,1,2021,8,6,2597,0,130655803.0,121,0,70,35,77,1,0,26,4,707,22,23.226018396846253,5625406.850523339
618,1,2021,5,14,15563,6,1887039593.0,166,0,56,68,66,28,0,11,18,791,7,25.985545335085412,72618818.21860936
619,3,2022,1,7,1420,0,88103848.0,135,1,41,27,64,36,0,60,3,553,1,18.166885676741128,4849694.63493671
620,1,2022,1,7,1292,0,101114984.0,87,0,49,49,59,44,0,35,21,553,22,18.166885676741128,5565895.321808319
621,2,2021,4,9,15867,0,1575467011.0,111,1,77,74,66,30,0,13,3,826,1,27.135348226018397,58059583.31094431
622,2,2022,1,7,1178,0,91656026.0,110,1,75,85,84,10,0,31,19,553,1,18.166885676741128,5045225.01164557
623,1,2021,6,11,6672,0,1042568408.0,130,1,66,19,61,30,0,9,7,763,6,25.065703022339022,41593423.77394496
624,1,2020,9,18,12329,0,1735441776.0,179,0,61,76,51,30,0,38,15,1029,3,33.8042049934297,51338044.374577254
625,1,2019,7,26,5669,2,726837877.0,93,0,74,53,73,61,0,13,4,1449,1,47.60183968462549,15269113.164858524
626,1,2022,1,7,811,0,53933526.0,78,0,27,10,49,62,0,49,5,553,22,18.166885676741128,2968782.1545027127
627,1,2021,11,19,1756,0,267758538.0,180,1,65,37,58,2,0,4,31,602,1,19.776609724047304,13539152.652358806
628,1,2022,1,7,1014,0,74601456.0,86,0,28,13,41,50,0,19,3,553,22,18.166885676741128,4106452.659385172
629,1,2021,9,17,7963,0,920797189.0,88,0,74,55,85,1,0,5,22,665,3,21.846254927726676,42148972.07993985
630,2,2021,11,5,4771,0,539595276.0,97,1,68,72,78,4,0,7,5,616,1,20.2365308804205,26664415.91142857
631,1,2017,12,8,8559,0,1367810478.0,134,0,71,59,80,13,0,36,5,2044,4,67.1484888304862,20369936.86414873
632,2,2020,9,21,3221,2,578207856.0,116,1,75,36,76,12,0,10,10,1026,1,33.70565045992115,17154626.83883041
633,3,2021,10,5,3423,26,775542072.0,170,0,64,14,70,9,0,9,8,647,1,21.254927726675422,36487636.27771253
634,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
635,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
636,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
637,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
638,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
639,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
640,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
641,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
642,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
643,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
644,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
645,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
646,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
647,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
648,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
649,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
650,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
651,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
652,1,2021,9,10,2566,13,863625566.0,140,0,83,40,55,16,0,14,23,672,1,22.07621550591327,39120181.88845238
653,2,2021,11,4,9151,6,656013912.0,118,0,75,46,76,3,0,9,4,617,1,20.269382391590018,32364770.634165313
654,1,2021,7,30,8476,0,1056760045.0,65,1,31,31,24,76,0,14,4,714,5,23.45597897503285,45052907.240616255
655,2,2021,10,22,7495,17,611994237.0,120,0,56,16,67,0,0,11,4,630,1,20.69645203679369,29570007.26076191
656,2,2021,5,21,5257,6,1230855859.0,176,1,29,12,33,68,0,12,5,784,1,25.755584756898816,47789862.68872449
657,1,2021,9,10,1795,0,582981380.0,180,0,59,69,61,84,0,46,36,672,1,22.07621550591327,26407668.46309524
658,1,2021,1,8,12685,3,1858144199.0,144,1,59,21,43,76,0,10,7,917,7,30.12483574244415,61681471.55677208
659,3,2021,11,30,648,1,240684449.0,133,0,82,52,61,38,0,14,27,591,1,19.415243101182657,12396674.496717429
660,1,2021,11,12,4635,5,583687007.0,93,1,63,21,52,28,0,9,3,609,34,20.006570302233904,29174765.998489324
661,1,2022,1,7,1184,0,63803529.0,122,1,77,25,62,34,0,23,3,553,22,18.166885676741128,3512078.5221699825
662,1,2021,11,19,4431,0,466214729.0,88,1,53,55,73,9,0,3,5,602,4,19.776609724047304,23574047.094285715
663,1,2021,11,19,4431,0,466214729.0,88,1,53,55,73,9,0,3,5,602,4,19.776609724047304,23574047.094285715
664,1,2021,11,19,4431,0,466214729.0,88,1,53,55,73,9,0,3,5,602,4,19.776609724047304,23574047.094285715
665,4,2022,1,5,759,3,236940480.0,170,0,70,61,44,40,0,37,4,555,1,18.232588699080157,12995438.218378378
666,1,2022,1,7,733,0,41924466.0,94,0,46,55,50,71,0,10,11,553,22,18.166885676741128,2307740.9494394218
667,1,2021,11,18,2795,0,225259194.0,170,1,65,46,47,12,0,13,16,603,1,19.80946123521682,11371293.309054729
668,3,2021,10,27,2780,2,393230256.0,90,0,79,79,70,57,0,66,8,625,1,20.532194480946124,19151886.388224
669,1,2021,12,1,1950,0,287201015.0,78,1,40,7,29,62,0,9,3,590,3,19.38239159001314,14817625.248474576
670,1,2018,3,9,3947,12,599770206.0,94,1,57,36,58,5,0,15,3,1953,3,64.15900131406045,9348184.88
671,1,2018,3,9,3947,12,599770206.0,94,1,57,36,58,5,0,15,3,1953,3,64.15900131406045,9348184.88
672,1,2021,10,30,2551,0,342779426.0,73,1,83,11,41,0,0,36,14,622,1,20.43363994743758,16775250.365659166
673,2,2021,8,3,5375,10,673801126.0,176,1,73,79,86,42,0,7,18,710,1,23.32457293035479,28888037.007661976
674,1,2020,11,2,11975,8,1168642797.0,128,0,81,57,63,40,1,10,4,984,2,32.32588699080158,36151917.41939024
675,3,2019,8,30,2696,0,540539717.0,120,1,58,44,60,44,9,5,6,1414,1,46.45203679369251,11636512.719575671
676,3,2021,11,5,4963,0,383550148.0,82,1,63,85,62,6,0,35,4,616,2,20.2365308804205,18953354.716103896
677,3,2020,3,13,6734,0,530511203.0,95,1,77,40,47,2,0,9,3,1218,1,40.01314060446781,13258424.482200328
678,1,2022,1,7,715,0,37307967.0,118,1,44,52,94,11,0,4,29,553,22,18.166885676741128,2053624.801952984
679,1,2021,10,22,3047,9,510876816.0,123,0,75,93,86,8,0,14,3,630,2,20.69645203679369,24684270.28419048
680,3,2021,3,19,14140,0,1445941661.0,90,1,63,49,68,38,0,42,18,847,1,27.825229960578184,51965128.879386075
681,2,2020,10,30,11215,21,1763363713.0,110,0,73,14,57,40,0,11,5,987,2,32.42444152431012,54383780.57114489
682,2,2021,12,29,1678,12,374191487.0,96,0,66,76,82,47,0,10,32,562,1,18.462549277266753,20267595.84391459
683,1,2022,1,9,2035,0,108809090.0,88,0,56,58,55,35,0,23,11,551,1,18.101182654402105,6011159.164428312
684,3,2021,9,8,2780,2,436695353.0,98,0,73,60,85,17,0,24,5,674,1,22.141918528252297,19722561.639940653
685,3,2021,9,24,4091,0,421040617.0,110,0,72,67,68,0,0,14,4,658,1,21.616294349540077,19477927.631428573
686,1,2020,7,17,2868,0,501541661.0,80,1,70,57,49,19,0,12,8,1092,1,35.873850197109064,13980703.443992674
