track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597.0,170,Minor,78,75,46,62,0,12,35,568,337932.3890845071,1
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503.0,134,Minor,67,11,76,8,47,30,7,113,684756.6637168141,1
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613.0,115,Major,71,90,73,30,0,11,5,421,1766493.1425178146,17
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608.0,130,Major,74,79,87,45,0,30,3,218,1228392.6972477064,1
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483.0,118,Major,65,63,79,3,0,10,3,1212,1008096.9331683168,2
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773.0,110,Major,59,22,38,42,0,12,3,449,1001562.9688195992,1
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410.0,100,Major,72,42,66,18,4,19,4,108,621022.3148148148,1
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601.0,142,Minor,70,76,79,26,0,11,7,123,945809.7642276424,1
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509.0,140,Major,64,18,37,72,0,12,7,267,1623058.086142322,34
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767.0,116,Major,90,96,73,62,0,9,4,155,1068288.8193548387,1
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.0,120,Major,73,64,85,25,0,61,3,428,859379.2196261683,11
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549.0,92,Minor,76,46,79,31,0,7,6,470,1014964.9978723404,1
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700.0,110,Minor,81,64,79,5,0,31,3,262,596239.3129770992,1
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705.0,120,Major,71,57,97,1,0,13,11,540,831192.0462962963,1
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774.0,80,Major,63,40,61,9,0,56,6,10231,132695.60883589092,1
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144.0,115,Minor,95,43,69,47,0,9,31,244,1206361.245901639,1
I Love You So,The Walters,1,2014,11,28,7536,7,972164968.0,76,Major,58,46,67,65,0,13,4,3151,308525.8546493177,1
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682.0,172,Major,60,77,78,45,0,12,6,2336,393855.1720890411,3
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682.0,172,Major,60,77,78,45,0,12,6,2336,393855.1720890411,3
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,99,Major,40,45,56,69,0,9,5,2500,968184.5352,2
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,99,Major,40,45,56,69,0,9,5,2500,968184.5352,2
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785.0,136,Minor,36,12,57,9,0,14,8,2971,655460.042073376,22
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767.0,150,Minor,90,64,14,67,35,11,10,1527,160221.85134250164,1
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,92,Minor,71,41,31,79,0,10,5,99,689060.5252525252,1
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,92,Minor,71,41,31,79,0,10,5,99,689060.5252525252,1
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,92,Minor,71,41,31,79,0,10,5,99,689060.5252525252,1
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,95,Major,77,72,87,17,0,7,5,212,1054634.7452830188,1
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,102,Minor,83,58,83,21,0,10,5,355,1329069.7577464788,1
Low,SZA,1,2022,12,9,1911,0,272377463.0,145,Minor,70,34,55,43,0,16,6,218,1249437.9036697247,19
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,110,Major,50,24,86,0,0,64,4,7418,183529.9321919655,2
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242.0,95,Major,64,30,77,46,0,38,6,141,1062257.035460993,1
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790.0,94,Minor,68,81,82,53,0,9,13,134,870147.6865671641,1
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.0,142,Major,61,92,91,0,0,26,3,225,659864.1466666666,11
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,145,Minor,59,20,74,1,0,15,5,344,1445422.488372093,1
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,121,Minor,64,67,80,0,0,36,3,134,662620.2164179104,11
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,140,Minor,66,43,76,49,0,12,3,134,939681.1940298508,11
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,137,Minor,84,44,67,8,0,11,6,142,739875.0281690141,1
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,104,Major,56,72,85,0,0,15,3,165,579534.2303030303,11
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,92,Major,57,68,76,7,0,33,3,148,976924.3243243244,1
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,146,Minor,74,51,45,86,0,21,38,212,1405961.0801886793,2
Sial,Mahalini,1,2023,1,23,134,4,166570053.0,120,Major,56,20,43,89,0,12,4,173,962832.676300578,1
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,144,Major,68,83,81,9,0,8,4,165,503160.4121212121,11
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,94,Major,59,44,56,80,0,6,3,252,554904.9841269841,1
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,94,Major,73,65,79,5,2,11,6,257,1179829.937743191,2
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,113,Minor,79,66,74,8,0,11,5,212,1044385.2028301888,1
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,148,Major,50,49,76,12,0,12,3,134,439484.5597014925,1
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,98,Major,70,29,73,12,0,11,26,134,607607.3805970149,2
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,140,Major,58,26,38,91,0,10,4,410,382383.9390243903,1
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,100,Major,36,28,28,81,0,18,3,218,1306918.880733945,19
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,140,Major,86,68,79,39,0,11,29,142,658020.4929577465,1
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,100,Minor,59,78,94,27,0,29,23,348,1044461.6293103448,6
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,100,Minor,59,49,65,2,0,13,3,4578,81362.250327654,2
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,132,Minor,87,82,70,42,0,21,5,269,1415340.2118959108,1
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,142,Major,49,48,67,10,0,26,3,134,421890.0895522388,11
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,176,Minor,72,96,63,25,0,21,7,176,996587.1875,4
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,140,Major,53,51,70,49,0,14,3,435,467175.7885057471,11
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,105,Minor,55,40,90,1,0,32,6,8299,195706.178575732,2
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,135,Major,81,97,77,75,0,35,3,219,613216.8858447488,1
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,128,Minor,82,61,59,30,0,12,4,352,199061.77556818185,1
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,101,Major,74,43,69,12,0,12,7,407,1497035.4004914004,1
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,122,Major,88,43,50,7,0,14,5,435,1543370.0275862068,19
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,105,Minor,76,49,56,80,12,10,13,310,1168908.3096774193,4
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,83,Major,53,40,36,73,0,11,33,204,458763.0637254902,1
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,77,Minor,72,59,76,24,0,42,28,680,1799236.9838235294,1
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,140,Minor,75,18,25,78,0,11,26,2150,475468.9441860465,2
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,158,Major,65,72,95,31,0,92,5,254,1037217.7559055118,1
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,176,Major,75,43,65,15,0,11,32,1478,970992.9289580514,1
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,98,Major,73,88,57,56,0,5,2,268,883795.1940298508,1
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,107,Minor,66,47,40,72,0,11,3,169,873011.6627218935,2
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,109,Minor,66,16,57,10,1,12,3,1242,562066.1352657005,22
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,109,Minor,84,72,74,10,0,34,7,365,1983272.528767124,3
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,148,Major,53,61,81,5,0,36,4,134,257096.8208955224,11
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,158,Minor,60,52,76,17,0,19,5,1151,350214.986967854,1
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,94,Minor,74,64,73,6,0,10,6,289,1070878.7923875432,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,96,Minor,70,40,51,35,0,10,4,276,1157850.963768116,1
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,100,Minor,80,29,67,29,0,12,3,435,2089659.76091954,19
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,105,Major,58,42,68,1,0,14,4,659,1611481.808801214,1
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,125,Major,53,32,66,38,0,9,3,134,242738.4104477612,11
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,170,Minor,56,56,63,13,0,19,27,169,739578.0295857989,2
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664.0,115,Major,70,84,90,17,0,41,6,169,614128.1893491125,1
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,122,Major,64,25,89,0,0,15,9,169,794412.9585798817,1
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,105,Minor,88,82,80,8,0,11,8,271,1110891.959409594,2
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,133,Major,66,74,84,25,0,21,4,227,688716.4052863437,1
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,100,Major,79,60,68,7,0,26,4,183,835247.5136612022,1
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,120,Minor,82,55,45,15,3,9,10,260,1190976.853846154,19
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,177,Major,25,17,30,90,0,13,3,260,1143572.923076923,1
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,142,Minor,64,31,72,15,0,9,5,296,1123332.277027027,3
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,144,Minor,57,47,84,1,1,52,4,2444,196606.8064648118,1
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,120,Minor,65,80,86,9,0,19,10,1555,685260.6636655949,1
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,135,Major,92,73,51,55,0,15,6,2482,49461.59226430298,1
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,Major,81,82,78,38,0,12,4,521,855592.3685220729,1
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,105,Major,82,62,74,10,0,33,7,205,6659.434146341463,1
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,108,Minor,44,38,77,9,0,9,20,232,794434.2801724138,2
Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,147,Minor,51,62,79,22,13,14,3,3117,253369.86750080207,1
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,115,Major,71,34,88,16,0,44,4,237,1364383.2616033754,1
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,174,Major,70,57,64,23,0,8,32,450,1347470.42,1
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,90,Minor,68,83,71,3,0,31,8,184,657457.8967391305,1
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,141,Minor,41,9,25,84,1,14,4,359,943077.9415041782,5
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,82,Major,68,50,49,56,0,8,4,3482,461512.6229178633,1
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,92,Major,47,25,43,62,0,32,3,1212,1074092.3283828383,1
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,116,Minor,77,65,80,6,0,15,4,215,652032.6418604652,1
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,124,Minor,79,59,86,4,0,8,11,2234,849381.3299015219,1
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,125,Minor,71,83,89,1,0,17,9,169,636939.6982248521,1
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895.0,90,Major,80,71,69,2,0,27,10,330,1670623.9242424243,3
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,83,Major,46,34,64,31,0,7,34,444,1253570.4279279278,1
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,124,Minor,79,68,79,1,0,10,8,1353,1702168.494456763,3
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,140,Major,58,4,60,7,41,8,3,3263,198249.1219736439,1
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,154,Major,64,61,91,15,0,72,4,302,737128.0728476822,1
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,150,Minor,74,89,70,2,0,5,6,722,2512949.810249308,1
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,186,Minor,41,9,61,2,0,12,5,1282,680294.0834633386,1
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,166,Minor,40,23,48,5,0,12,3,3006,190081.95575515635,1
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786.0,107,Major,87,20,83,0,4,31,9,296,1027296.5743243244,1
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,87,Major,87,52,52,31,0,28,24,309,563129.216828479,1
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,82,Major,40,39,64,21,0,7,7,344,827865.7645348837,1
Blind,SZA,1,2022,12,9,1484,0,163284000.0,114,Minor,46,60,28,91,0,21,4,218,749009.1743119266,19
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,148,Major,47,15,52,38,13,29,5,253,973873.7865612648,3
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,148,Major,47,15,52,38,13,29,5,253,973873.7865612648,3
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,140,Major,91,97,57,38,0,40,29,360,1339604.0444444444,2
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,101,Major,90,76,81,15,24,33,6,285,591875.5228070176,1
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,140,Minor,81,6,84,5,23,6,6,544,144282.75551470587,1
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,88,Minor,49,24,66,19,0,18,29,225,868962.7644444444,1
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,180,Major,64,44,65,28,0,14,12,771,1635012.317769131,19
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,133,Major,95,91,89,6,0,31,24,337,1272064.3323442135,2
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,108,Minor,63,20,55,72,0,6,6,13816,74179.09141574985,1
Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,80,Minor,39,24,43,39,0,23,3,18453,45444.46805397496,1
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,75,Minor,80,46,62,3,6,11,46,338,589900.1094674557,1
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,121,Minor,67,26,64,52,0,17,10,715,1360153.3314685314,1
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,140,Minor,58,17,62,18,0,20,8,290,735995.1034482758,1
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,126,Minor,81,59,90,5,0,36,3,1045,1488527.3732057416,9
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,126,Minor,81,59,90,5,0,36,3,1045,1488527.3732057416,9
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.0,102,Major,58,29,94,0,0,9,11,276,761010.2644927537,1
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,82,Major,70,31,34,60,1,11,4,463,492264.96328293736,1
Good Days,SZA,1,2020,12,24,10426,2,826623384.0,121,Minor,46,53,78,23,0,72,6,933,885984.3344051447,19
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301.0,103,Minor,70,92,83,1,0,7,6,1205,1495862.4904564316,1
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101.0,108,Minor,82,88,76,9,0,12,9,750,1772120.1346666666,6
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,85,Minor,65,36,47,31,0,12,10,304,598128.7236842106,2
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,125,Minor,84,70,69,1,0,5,5,488,948343.4405737704,1
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,120,Major,69,40,39,41,0,13,6,267,1305794.767790262,34
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,94,Major,58,44,57,57,0,10,3,363,1009916.2727272728,1
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517.0,130,Minor,65,49,80,22,4,7,5,34163,2651.948511547581,1
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469.0,110,Major,74,51,74,2,0,29,4,4213,351119.0289579872,1
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,150,Major,34,33,63,16,0,7,4,10487,138245.3928673596,1
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,107,Minor,74,88,65,28,0,46,3,14440,80275.35380886427,1
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,140,Major,70,85,41,71,0,45,5,23936,32136.260026737968,1
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,119,Major,74,78,37,84,0,6,3,24301,30504.981811448088,1
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936.0,93,Major,35,38,23,91,0,29,3,4292,188155.1575023299,2
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063.0,133,Major,46,53,63,5,0,30,18,3501,238254.5167095116,2
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,202,Major,24,76,60,77,0,12,4,21824,30417.526438782992,1
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,134,Major,45,72,24,91,0,18,4,23252,19197.924006537072,1
Snowman,Sia,1,2017,1,1,5140,0,690104769.0,105,Major,72,33,51,48,0,9,3,2386,289230.833612741,2
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717.0,160,Major,51,69,81,0,0,21,5,3550,136700.20197183095,1
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544.0,148,Major,50,96,82,47,0,34,4,19249,27016.18494467245,1
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795.0,151,Major,65,70,47,87,0,9,4,4292,110961.04263746506,2
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063.0,162,Minor,67,88,54,51,0,9,4,4578,137434.04608999562,3
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135.0,92,Major,53,84,77,40,0,32,3,21785,18575.35620840028,1
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.0,152,Major,65,35,65,44,18,21,7,218,452795.0871559633,19
Love Language,SZA,1,2022,12,9,1127,0,110849052.0,65,Minor,71,55,26,85,0,13,8,218,508481.8899082569,19
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795.0,147,Major,33,39,61,32,0,77,3,18854,24424.14315264665,1
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786.0,150,Minor,73,71,69,53,0,32,9,219,429250.1643835616,1
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396.0,140,Major,67,81,36,64,0,15,3,26128,15140.515768524188,1
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964.0,139,Major,36,22,15,84,0,11,4,28015,13912.973906835625,2
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487.0,95,Major,75,74,58,36,0,9,3,15947,25330.12397316109,1
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,115,Major,60,23,57,0,2,27,3,14111,34136.306073276166,1
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,115,Major,60,23,57,0,2,27,3,14111,34136.306073276166,1
